case_url,source_case_id,final_url,retrieval_status,html_bytes,html_sha256,page_title,error
https://www.geipan.fr/fr/cas/1972-12-02331,1972-12-02331,https://www.geipan.fr/fr/cas/1972-12-02331,DOWNLOADED,19313,8d554f539dc308dee00d844074ca66c32c694c8ef10b976b04c20dd79ce54229,HAUTEVILLE-LOMPNES (01) 13.12.1972 | GEIPAN Orange arrow icon Orange arrow icon Orange arrow icon Arrow,
https://www.geipan.fr/fr/cas/1973-01-01765,1973-01-01765,https://www.geipan.fr/fr/cas/1973-01-01765,DOWNLOADED,18704,258bf266f5000ffc7957b79d16bc0bf2781e29e03343a59e3acda76272377ae7,NOUMEA (988) --.--.1973 | GEIPAN Orange arrow icon Orange arrow icon Orange arrow icon Arrow,
https://www.geipan.fr/fr/cas/1973-01-02356,1973-01-02356,https://www.geipan.fr/fr/cas/1973-01-02356,DOWNLOADED,19513,1276558c625f272de972710e2d3ba6000dee0dacfc91bfe92a385e499a684809,CARCES (83) --.--.1973 | GEIPAN Orange arrow icon Orange arrow icon Orange arrow icon Arrow,
https://www.geipan.fr/fr/cas/1974-05-02510,1974-05-02510,https://www.geipan.fr/fr/cas/1974-05-02510,DOWNLOADED,18484,f15650fa2e8a2b73f86b069392bd6205ddddb5b59f8fbdb0a82b7e93eb6f1100,CONCARNEAU (29) --.--.1974 | GEIPAN Orange arrow icon Orange arrow icon Orange arrow icon Arrow,
https://www.geipan.fr/fr/cas/1974-10-01768,1974-10-01768,https://www.geipan.fr/fr/cas/1974-10-01768,DOWNLOADED,18664,dfd0d5c7f06a1e553e0aa1a9cb7be1c66c6ced4757fc041ed2877266f323c218,SAINT-GILLES (30) 13.10.1974 | GEIPAN Orange arrow icon Orange arrow icon Orange arrow icon Arrow,
https://www.geipan.fr/fr/cas/1974-11-02018,1974-11-02018,https://www.geipan.fr/fr/cas/1974-11-02018,DOWNLOADED,20951,a99c985d14b6e88b8588d3b89ba65550d3c9afb74f5d2adecbc8bc376a9afd20,SOUGE-LE-GANELON (72) 02.11.1974 | GEIPAN Orange arrow icon Orange arrow icon Orange arrow icon Arrow,
https://www.geipan.fr/fr/cas/1975-01-00204,1975-01-00204,https://www.geipan.fr/fr/cas/1975-01-00204,DOWNLOADED,18871,bf58d3a4b786883577666675a650c971792d2e0055c5567da6ce1832178795c2,MONTPELLIER (34) 19.01.1975 | GEIPAN Orange arrow icon Orange arrow icon Orange arrow icon Arrow,
https://www.geipan.fr/fr/cas/1975-02-00207,1975-02-00207,https://www.geipan.fr/fr/cas/1975-02-00207,DOWNLOADED,18917,63ad2d35f6c7eb2f6b0ff3365e8af51fdd3eccde0d7ba4e46993b9ebeabf70ef,SAINT-JEAN-D'ANGELY (17) 15.02.1975 | GEIPAN Orange arrow icon Orange arrow icon Orange arrow icon Arrow,
https://www.geipan.fr/fr/cas/1975-02-00208,1975-02-00208,https://www.geipan.fr/fr/cas/1975-02-00208,DOWNLOADED,19541,ed86695d8e07aee3ce48b119b04c65b2e3272487f7fd3e719f225d050294a4d5,NATIONAL (FR) 17.02.1975 | GEIPAN Orange arrow icon Orange arrow icon Orange arrow icon Arrow,
https://www.geipan.fr/fr/cas/1975-02-00209,1975-02-00209,https://www.geipan.fr/fr/cas/1975-02-00209,DOWNLOADED,20150,ee486e05c92abd0abc6fae9156fff4dfb4d2e73070b1f321dcaa27a2916392ac,CASTELNAU-DE-MONTMIRAL (81) 18.02.1975 | GEIPAN Orange arrow icon Orange arrow icon Orange arrow icon Arrow,
